player_id,pass_ec_mean,pass_ec_std,xthreat_ec_mean,xthreat_ec_std,difference_ec_mean,difference_ec_std
547819,,,,,,
469402,2.4606060606060605,2.711360990456514,0.006553610852079802,0.012967686005576826,2.4540524497539806,2.7063775257575657
62974,1.0227272727272727,1.270086546149806,0.012879946897845872,0.03062051136208714,1.0098473258294267,1.2601731867320656
482652,,,,,,
433952,0.5181818181818182,0.8060207326661042,0.002678242130922868,0.008565090840912176,0.5155035760508953,0.8025853961411138
52538,1.8727272727272728,1.9074451780950392,0.009940905281834321,0.022601292114792938,1.8627863674454386,1.8995978131770377
633187,,,,,,
513956,1.5757575757575757,2.1038248433587614,0.014501702673030505,0.04300592232491407,1.5612558730845452,2.0964416044186316
193774,0.8727272727272727,1.1660013844975219,0.0036606917640404266,0.010171554367628084,0.8690665809632323,1.1615295256670717
493337,,,,,,
589574,,,,,,
244243,2.090909090909091,2.1827649460987217,0.008704429569986818,0.02544874654093896,2.0822046613391043,2.1805051647308993
219271,1.2102272727272727,1.7568398652078314,0.013987185714746013,0.04150460505000672,1.1962400870125267,1.7478553698193093
220325,4.1558441558441555,4.881890561681209,0.021062156172518276,0.041969349757634375,4.134781999671638,4.86215345794817
434399,,,,,,
37064,2.515151515151515,2.6869066603225322,0.014084364547858202,0.023871948934274936,2.501067150603657,2.6736479009385254
107593,2.727272727272727,3.3667062158438554,0.007385409385304811,0.016266041274293208,2.7198873178874226,3.360977497702119
490131,,,,,,
167449,1.9696969696969697,2.235862635842026,0.01226688459597074,0.03195444514169981,1.957430085100999,2.213015980264775
463001,1.1883116883116882,1.4539220602892888,0.005907202952845401,0.016299024570775682,1.1824044853588431,1.4505336626825984
77390,3.806060606060606,3.7171135261145674,0.01912078174948028,0.03308900090375248,3.7869398243111254,3.7070557679085003
494928,2.0727272727272728,2.7426234650557446,0.010676401144464828,0.02561005141536611,2.062050871582808,2.727708626576072
216183,1.621212121212121,2.0357795879618616,0.007311337408823435,0.015791370938000787,1.6139007838032977,2.0267880687301534
466122,,,,,,
437460,2.4242424242424243,2.1885418285173075,0.010298508446992139,0.017592155926277143,2.4139439157954325,2.1816249697522516
227164,1.378787878787879,1.6946006190353213,0.008987032863828393,0.019779019131771658,1.3698008459240503,1.6868578253840036
246301,2.330578512396694,3.0972886830233572,0.005751106888996655,0.011875565258511515,2.324827405507698,3.0921197098811364
82263,2.4545454545454546,2.9034035313947837,0.0049011195556412195,0.010349594684855728,2.4496443349898134,2.899194392141013
450782,2.1818181818181817,2.4291616756158887,0.007977171578852773,0.018930884334331963,2.1738410102393293,2.4253842183365406
219929,0.7575757575757576,1.1554955130265223,0.003160245323945081,0.00927245891567965,0.7544155122518125,1.1511583794957707
194605,1.3636363636363635,1.8719327529067273,0.02676492979471976,0.06599609934556432,1.3368714338416439,1.8361078252137135
451565,2.9510489510489513,3.376862182618799,0.006661150742763287,0.009997197221440626,2.944387800306188,3.37289940014395
205992,1.3535353535353536,1.5063041352064415,0.018342645481525924,0.04543486732550672,1.3351927080538275,1.4863614357989072
488591,,,,,,
171222,1.696969696969697,1.4245647604294738,0.008281695576547995,0.015026789788354852,1.6886880013931491,1.4185192734808807
195385,1.3272727272727274,1.6954971966363297,0.017705783745655908,0.04663794166596362,1.3095669435270716,1.6808865473541423
566348,,,,,,
234908,2.5984848484848486,3.2726132836489996,0.013805891741597735,0.030161187015167075,2.5846789567432507,3.25626755753728
198221,1.812121212121212,2.167495073673417,0.008124241934521964,0.019851347196486655,1.80399697018669,2.15711058422616
490859,0.48484848484848486,0.7832029080800053,0.0035495666637420866,0.012215616718755873,0.48129891818474274,0.7776427327705763
247636,1.2424242424242424,1.6972402381745997,0.012579141893899947,0.03304044394154538,1.2298451005303423,1.687151780791458
234991,0.2727272727272727,0.5235500770657877,0.000666931856838789,0.005159152070022721,0.2720603408704339,0.5225457321263111
51732,1.3636363636363635,1.7200807207658637,0.009755368672145041,0.026650972239897132,1.3538809949642185,1.713507613292832
593109,1.8181818181818181,2.617261743096631,0.013104451071451828,0.04058385827428165,1.8050773671103664,2.610792792316331
620583,,,,,,
235585,,,,,,
233681,2.1515151515151514,2.184257895213094,0.016022045131530514,0.034356447647689234,2.135493106383621,2.17590567489316
143877,0.5064935064935064,0.8237288770856873,0.003598916832850037,0.01720542722909336,0.5028945896606565,0.8181025491831492
227162,1.878787878787879,3.159953737267566,0.006719734013035178,0.02671309960836599,1.8720681447748433,3.154472882570188
33148,1.4935064935064934,2.316644329899723,0.0029062066655710494,0.012882266286862707,1.4906002868409225,2.316052118968499
606930,,,,,,
109269,0.7355371900826446,1.2905799519027332,0.004211120233723033,0.012409689379878882,0.7313260698489216,1.282734585746903
463170,1.7933884297520661,2.012019072958498,0.006127720585328358,0.014433521078890512,1.7872607091667378,2.008665671430989
215792,1.7851239669421488,2.07785097012603,0.006888860183585054,0.012265380079556463,1.7782351067585638,2.0727614484244996
545577,,,,,,
224444,1.2272727272727273,1.5353950685504123,0.00550295756657151,0.012288437930273852,1.2217697697061558,1.5310058596116694
630808,,,,,,
89335,1.8522727272727273,2.4979071818736975,0.006649907382765827,0.021175852020002505,1.8456228198899616,2.490565247976568
173947,0.7575757575757576,1.326428401711472,0.007766792664503125,0.022231369018863488,0.7498089649112545,1.30822047131288
165907,2.5454545454545454,3.229512666969384,0.007441429495291293,0.009813426942815003,2.538013115959254,3.2205703426981973
116732,,,,,,
86398,2.9740259740259742,2.7820109795316124,0.016891086618162902,0.0356341955674969,2.957134887407811,2.774263242974216
448174,,,,,,
593196,,,,,,
468236,2.0489510489510487,2.7131605478561265,0.015299272535229268,0.03936636793688051,2.0336517764158195,2.7037003836980844
111232,1.6293706293706294,1.6458395170188138,0.0052870078987066645,0.013006000673019408,1.6240836214719225,1.6404685190316526
510281,1.4497607655502391,2.1249514354577514,0.013046476077715021,0.043152722529659286,1.4367142894725242,2.1172430703992307
465677,3.1550802139037435,3.9247621092094978,0.007409457835721671,0.011424004207525661,3.1476707560680217,3.9211184452174304
77318,1.6853146853146854,2.575895744588111,0.0017683211823273995,0.008533680134546095,1.6835463641323576,2.575303482822855
223255,3.525252525252525,3.3570171775209,0.018924275804190555,0.03270434740492141,3.506328249448335,3.3432182138872837
58877,4.138755980861244,4.423175198337898,0.02098020217714691,0.035801477333541665,4.117775778684098,4.41127709148709
165812,,,,,,
16261,,,,,,
465691,2.272727272727273,2.2998382983042758,0.008962280675767646,0.014504315630613418,2.263764992051505,2.2990116376087193
