codigo	tipo	equipo	player	x	y	min	sec	period	partido	nombre_equipo	nombre_jugador	outcome	fase	tipo	end_x	end_y	extra
74	bloqueo_pase	1564	432838	30.2	73.8	12	37	1	2372222	Almería	Luis Suárez	1	0	0	0	0	0
1	pase	1564	233681	30.8	70.8	12	38	1	2372222	Almería	Lucas Robertone	1	0	0	34.9	43.6	0
49	recuperacion_balon	1564	433952	35.1	42.4	12	40	1	2372222	Almería	Largie Ramazani	1	0	0	0	0	0
1	pase	1564	433952	55.4	13.2	12	46	1	2372222	Almería	Largie Ramazani	1	0	0	34.2	8.9	0
1	pase	1564	234548	35.8	9.4	12	49	1	2372222	Almería	Álex Pozo	1	0	0	31.3	31.3	0
1	pase	1564	469402	32.1	33.3	12	51	1	2372222	Almería	Edgar González	1	0	0	33.6	59	0
1	pase	1564	210977	45.1	65.5	12	56	1	2372222	Almería	Srdjan Babic	1	0	0	44.3	86.5	0
1	pase	1564	463170	44.3	86.5	12	58	1	2372222	Almería	Iddrisu Baba	1	0	0	62	97.1	0
1	pase	1564	220871	63.2	96.9	13	0	1	2372222	Almería	Sergio Akieme	1	0	0	84	95.4	0
1	pase_fallado	1564	132161	94.1	85.3	13	6	1	2372222	Almería	Adri Embarba	0	0	0	95	55.5	0
12	despeje	184	89399	8.4	42.9	13	7	1	2372222	Rayo Vallecano	Aridane Hernández	1	0	0	9.3	39	0
61	toco_balon	1564	432838	93.8	57.5	13	7	1	2372222	Almería	Luis Suárez	1	0	0	0	0	0
49	recuperacion_balon	184	433161	12.2	38.9	13	9	1	2372222	Rayo Vallecano	Óscar Valentín	1	0	0	0	0	0
1	pase_fallado	184	433161	11.1	35.1	13	9	1	2372222	Rayo Vallecano	Óscar Valentín	0	0	0	37.4	-1.8	0
5	balon_fuera	1564	463170	61.8	100	13	15	1	2372222	Almería	Iddrisu Baba	1	0	347	0	0	0
5	balon_fuera	184	433161	38.2	0	13	15	1	2372222	Rayo Vallecano	Óscar Valentín	0	0	347	0	0	0
1	pase	1564	220871	61	100	13	33	1	2372222	Almería	Sergio Akieme	1	0	0	62.6	92.1	0
1	pase	1564	132161	56.6	85.3	13	36	1	2372222	Almería	Adri Embarba	1	0	0	46.2	59	0
1	pase	1564	469402	46.2	59	13	38	1	2372222	Almería	Edgar González	1	0	0	39.6	86.3	0
1	pase	1564	210977	35.7	83.6	13	41	1	2372222	Almería	Srdjan Babic	1	0	0	20.8	61.2	0
1	pase	1564	76611	21.6	60	13	45	1	2372222	Almería	Diego Mariño	1	0	0	25.1	41.9	0
1	pase	1564	469402	27.4	31.9	13	49	1	2372222	Almería	Edgar González	1	0	0	36.2	28.8	0
1	pase	1564	233681	36.2	28.6	13	50	1	2372222	Almería	Lucas Robertone	1	0	0	25.5	31.3	0
3	regate_fallado	1564	469402	23.3	26.8	13	52	1	2372222	Almería	Edgar González	0	0	0	0	0	0
4	falta_recibida	1564	469402	26	31.6	13	53	1	2372222	Almería	Edgar González	1	0	152	0	0	0
4	falta_cometida	184	40721	74	68.4	13	53	1	2372222	Rayo Vallecano	Óscar Trejo	0	0	152	0	0	0
1	pase	1564	469402	27.8	28.9	14	17	1	2372222	Almería	Edgar González	1	0	0	25.4	76.1	0
1	pase	1564	210977	24.3	73.9	14	23	1	2372222	Almería	Srdjan Babic	1	0	0	21.9	37	0
1	pase	1564	469402	21.9	37	14	26	1	2372222	Almería	Edgar González	1	0	0	30.1	31.2	0
1	pase_fallado	1564	233681	27.6	28.6	14	27	1	2372222	Almería	Lucas Robertone	0	0	0	27.9	27.6	0
74	bloqueo_pase	184	433161	71	75.4	14	28	1	2372222	Rayo Vallecano	Óscar Valentín	1	0	0	0	0	0
1	pase_fallado	1564	469402	19.4	7.4	14	31	1	2372222	Almería	Edgar González	0	0	0	41.9	9.8	0
8	pase_cortado	184	178424	59.2	93.3	14	33	1	2372222	Rayo Vallecano	Alfonso Espino	1	0	0	0	0	0
49	recuperacion_balon	184	165682	61.7	86.2	14	34	1	2372222	Rayo Vallecano	Álvaro García	1	0	0	0	0	0
1	pase	184	165682	61.7	86.2	14	34	1	2372222	Rayo Vallecano	Álvaro García	1	0	0	65.6	90.6	0
1	pase	184	178424	65.9	90.6	14	36	1	2372222	Rayo Vallecano	Alfonso Espino	1	0	0	67.8	71.6	0
50	me_roban_balon	184	40721	67.8	76.8	14	37	1	2372222	Rayo Vallecano	Óscar Trejo	0	0	0	0	0	0
7	entrada	1564	463170	32.2	23.2	14	37	1	2372222	Almería	Iddrisu Baba	1	0	0	0	0	0
1	pase_fallado	1564	463170	30.9	15	14	39	1	2372222	Almería	Iddrisu Baba	0	0	0	44.1	15.2	0
1	pase_fallado	184	77359	58.4	88.4	14	40	1	2372222	Rayo Vallecano	Florian Lejeune	0	0	0	86.5	92.2	0
44	duelo_aereo	1564	233681	11.4	8.8	14	44	1	2372222	Almería	Lucas Robertone	1	0	0	0	0	0
44	duelo_aereo	184	165682	88.6	91.2	14	44	1	2372222	Rayo Vallecano	Álvaro García	0	0	0	0	0	0
49	recuperacion_balon	1564	233681	8	11.6	14	47	1	2372222	Almería	Lucas Robertone	1	0	0	0	0	0
1	pase	1564	233681	4.4	12.8	14	47	1	2372222	Almería	Lucas Robertone	1	0	0	25.4	8.5	0
3	regate_fallado	1564	441293	31.1	11	14	49	1	2372222	Almería	Lázaro	0	0	0	0	0	0
4	falta_recibida	1564	441293	26	9.2	14	50	1	2372222	Almería	Lázaro	1	0	152	0	0	0
4	falta_cometida	184	433161	74	90.8	14	50	1	2372222	Rayo Vallecano	Óscar Valentín	0	0	152	0	0	0
1	pase	1564	234548	35.3	10.1	15	14	1	2372222	Almería	Álex Pozo	1	0	0	54.3	91.5	0
1	pase	1564	220871	54.3	91.5	15	16	1	2372222	Almería	Sergio Akieme	1	0	0	83.1	95.3	0
61	toco_balon	1564	432838	83.1	95.3	15	18	1	2372222	Almería	Luis Suárez	0	0	0	0	0	0
5	balon_fuera	1564	432838	83.4	100	15	20	1	2372222	Almería	Luis Suárez	0	0	347	0	0	0
5	balon_fuera	184	433161	16.6	0	15	20	1	2372222	Rayo Vallecano	Óscar Valentín	1	0	347	0	0	0
1	pase_fallado	184	97624	19.4	0	15	45	1	2372222	Rayo Vallecano	Iván Balliu	0	0	0	43.5	6.5	0
1	pase_fallado	1564	220871	53.6	94.6	15	46	1	2372222	Almería	Sergio Akieme	0	0	0	65	91.9	0
1	pase_fallado	184	183462	32.2	9.4	15	47	1	2372222	Rayo Vallecano	Unai López	0	0	0	59.8	65.2	0
1	pase	1564	234548	40	30.6	15	50	1	2372222	Almería	Álex Pozo	1	0	0	53.6	64.3	0
44	duelo_aereo	1564	233681	53.2	66	15	53	1	2372222	Almería	Lucas Robertone	1	0	0	0	0	0
44	duelo_aereo	184	434078	46.8	34	15	53	1	2372222	Rayo Vallecano	Isi Palazón	0	0	0	0	0	0
1	pase	1564	233681	53.6	64.3	15	53	1	2372222	Almería	Lucas Robertone	1	0	0	55.4	75.3	0
49	recuperacion_balon	1564	132161	55.4	75.3	15	55	1	2372222	Almería	Adri Embarba	1	0	0	0	0	0
1	pase	1564	132161	55.4	75.3	15	55	1	2372222	Almería	Adri Embarba	1	0	0	62	72.4	0
1	pase_fallado	1564	432838	62	72.4	15	56	1	2372222	Almería	Luis Suárez	0	0	0	51.9	47	0
49	recuperacion_balon	184	40721	52.1	53.8	15	59	1	2372222	Rayo Vallecano	Óscar Trejo	1	0	0	0	0	0
1	pase	184	40721	54.4	55.8	15	59	1	2372222	Rayo Vallecano	Óscar Trejo	1	0	0	70.9	88.2	0
1	pase_fallado	184	165682	76.5	79.5	16	4	1	2372222	Rayo Vallecano	Álvaro García	0	0	0	87.1	50.4	0
12	despeje	1564	210977	10.8	48.4	16	5	1	2372222	Almería	Srdjan Babic	1	0	0	29	28.5	0
1	pase	1564	441293	29	28.5	16	7	1	2372222	Almería	Lázaro	1	0	0	34.3	27.7	0
49	recuperacion_balon	1564	433952	32.4	12.6	16	9	1	2372222	Almería	Largie Ramazani	1	0	0	0	0	0
61	toco_balon	1564	433952	34.3	4	16	11	1	2372222	Almería	Largie Ramazani	0	0	0	0	0	0
5	balon_fuera	1564	433952	34.1	0	16	11	1	2372222	Almería	Largie Ramazani	0	0	347	0	0	0
5	balon_fuera	184	178424	65.9	100	16	11	1	2372222	Rayo Vallecano	Alfonso Espino	1	0	347	0	0	0
1	pase	184	178424	67.8	100	16	31	1	2372222	Rayo Vallecano	Alfonso Espino	1	0	0	37.7	93.1	0
1	pase	184	77359	35.9	92.4	16	34	1	2372222	Rayo Vallecano	Florian Lejeune	1	0	0	35.5	58	0
1	pase	184	89399	44.9	51.1	16	39	1	2372222	Rayo Vallecano	Aridane Hernández	1	0	0	44.4	69	0
1	pase	184	433161	44.4	70.1	16	42	1	2372222	Rayo Vallecano	Óscar Valentín	1	0	0	55.9	89.7	0
1	pase	184	77359	61.2	86.4	16	46	1	2372222	Rayo Vallecano	Florian Lejeune	1	0	0	66.1	68.3	0
1	pase	184	449300	66.5	67.6	16	47	1	2372222	Rayo Vallecano	Randy Nteka	1	0	0	62.4	73.9	0
1	pase	184	40721	65.4	81	16	50	1	2372222	Rayo Vallecano	Óscar Trejo	1	0	0	60	90.2	0
1	pase	184	77359	57.9	85.3	16	54	1	2372222	Rayo Vallecano	Florian Lejeune	1	0	0	87.7	5.4	0
61	toco_balon	184	97624	90.1	4.9	16	57	1	2372222	Rayo Vallecano	Iván Balliu	0	0	0	0	0	0
49	recuperacion_balon	1564	132161	2.3	93.5	16	59	1	2372222	Almería	Adri Embarba	1	0	0	0	0	0
1	pase_fallado	1564	132161	2.3	93.9	17	1	1	2372222	Almería	Adri Embarba	0	0	0	17.1	97.1	0
49	recuperacion_balon	184	434078	81.9	4.2	17	3	1	2372222	Rayo Vallecano	Isi Palazón	1	0	0	0	0	0
1	pase	184	434078	79.8	4	17	3	1	2372222	Rayo Vallecano	Isi Palazón	1	0	0	70.5	5.1	0
1	pase	184	183462	68.9	6.2	17	5	1	2372222	Rayo Vallecano	Unai López	1	0	0	75.3	3.8	0
1	pase	184	434078	74.3	4.2	17	10	1	2372222	Rayo Vallecano	Isi Palazón	1	0	0	63.8	5.6	0
1	pase	184	183462	66	4.9	17	12	1	2372222	Rayo Vallecano	Unai López	1	0	0	93	65.9	0
1	pase_fallado	184	178424	92.4	71.2	17	15	1	2372222	Rayo Vallecano	Alfonso Espino	0	0	0	88.6	55.1	0
12	despeje	1564	234548	11.8	48.5	17	16	1	2372222	Almería	Álex Pozo	1	0	0	20	41.8	0
1	pase	184	40721	77.2	59.6	17	19	1	2372222	Rayo Vallecano	Óscar Trejo	1	0	0	90.6	67	0
4	falta_recibida	184	449300	92.2	66.7	17	21	1	2372222	Rayo Vallecano	Randy Nteka	1	0	152	0	0	265
4	falta_cometida	1564	469402	7.8	33.3	17	21	1	2372222	Almería	Edgar González	0	0	152	0	0	265
58	sin_identificar	1564	76611	0.6	49.9	19	34	1	2372222	Almería	Diego Mariño	1	0	0	0	0	0
16	gol	184	434078	88.5	50	19	34	1	2372222	Rayo Vallecano	Isi Palazón	1	0	9	0	0	0
1	pase	1564	132161	49.8	50.1	20	40	1	2372222	Almería	Adri Embarba	1	0	0	39.1	47	0
1	pase	1564	233681	39.9	47	20	42	1	2372222	Almería	Lucas Robertone	1	0	0	54.3	51.2	0
1	pase	1564	132161	54.4	51.2	20	43	1	2372222	Almería	Adri Embarba	1	0	0	56.3	39.2	0
4	falta_recibida	1564	433952	58.2	39.8	20	44	1	2372222	Almería	Largie Ramazani	1	0	152	0	0	265
4	falta_cometida	184	165682	41.8	60.2	20	44	1	2372222	Rayo Vallecano	Álvaro García	0	0	152	0	0	265
1	pase	1564	233681	54.4	44.3	21	23	1	2372222	Almería	Lucas Robertone	1	0	0	12.1	28	0
1	pase	1564	76611	13.8	47.5	21	29	1	2372222	Almería	Diego Mariño	1	0	0	17.7	32.4	0
1	pase	1564	469402	21.5	30.9	21	32	1	2372222	Almería	Edgar González	1	0	0	29.2	30.9	0
1	pase	1564	233681	29.8	49.6	21	35	1	2372222	Almería	Lucas Robertone	1	0	0	33.2	90.6	0
1	pase	1564	220871	30.6	81.8	21	39	1	2372222	Almería	Sergio Akieme	1	0	0	20.7	67	0
1	pase	1564	210977	18.3	55.7	21	41	1	2372222	Almería	Srdjan Babic	1	0	0	19.5	32.2	0
1	pase	1564	469402	27.6	31.8	21	48	1	2372222	Almería	Edgar González	1	0	0	23.7	63.7	0
1	pase	1564	210977	24.5	67.8	21	51	1	2372222	Almería	Srdjan Babic	1	0	0	38.3	92.7	0
1	pase	1564	220871	38.5	88.3	21	57	1	2372222	Almería	Sergio Akieme	1	0	0	28.3	44.8	0
1	pase	1564	469402	30.8	39.7	22	3	1	2372222	Almería	Edgar González	1	0	0	31	72	0
1	pase	1564	210977	32.3	72.6	22	7	1	2372222	Almería	Srdjan Babic	1	0	0	29.9	41.6	0
1	pase	1564	469402	30.3	37.4	22	11	1	2372222	Almería	Edgar González	1	0	0	32.6	66.7	0
1	pase	1564	210977	33.9	69.3	22	14	1	2372222	Almería	Srdjan Babic	1	0	0	39.7	94.5	0
1	pase	1564	132161	33.4	90	22	17	1	2372222	Almería	Adri Embarba	1	0	0	29.9	37.1	0
1	pase_fallado	1564	469402	48.8	15.5	22	22	1	2372222	Almería	Edgar González	0	0	0	93.6	30.6	0
52	portero_agarrra_pelota	184	94878	8.7	67.2	22	32	1	2372222	Rayo Vallecano	Stole Dimitrievski	0	0	0	0	0	0
1	pase_fallado	184	94878	15.1	55.8	22	42	1	2372222	Rayo Vallecano	Stole Dimitrievski	0	0	0	67	57.6	0
44	duelo_aereo	1564	469402	32.1	36.6	22	46	1	2372222	Almería	Edgar González	1	0	0	0	0	0
44	duelo_aereo	184	449300	67.9	63.4	22	46	1	2372222	Rayo Vallecano	Randy Nteka	0	0	0	0	0	0
1	pase_fallado	1564	469402	32.7	32.5	22	46	1	2372222	Almería	Edgar González	0	0	0	45.8	35.5	0
3	regate_fallado	184	183462	55.8	68.2	22	48	1	2372222	Rayo Vallecano	Unai López	0	0	0	0	0	0
7	entrada	1564	433952	44.2	31.8	22	48	1	2372222	Almería	Largie Ramazani	1	0	0	0	0	0
49	recuperacion_balon	1564	441293	39.1	29.1	22	50	1	2372222	Almería	Lázaro	1	0	0	0	0	0
4	falta_recibida	1564	441293	40.9	30.1	22	50	1	2372222	Almería	Lázaro	1	0	152	0	0	265
4	falta_cometida	184	183462	59.1	69.9	22	50	1	2372222	Rayo Vallecano	Unai López	0	0	152	0	0	265
1	pase	1564	233681	39.7	30.1	23	9	1	2372222	Almería	Lucas Robertone	1	0	0	59	96.2	0
1	pase	1564	220871	59	96.2	23	11	1	2372222	Almería	Sergio Akieme	1	0	0	52.7	89	0
1	pase	1564	463170	51.4	86.5	23	13	1	2372222	Almería	Iddrisu Baba	1	0	0	41.3	66	0
1	pase	1564	210977	43.8	65.4	23	15	1	2372222	Almería	Srdjan Babic	1	0	0	45.4	26.4	0
1	pase	1564	469402	45.5	22.7	23	19	1	2372222	Almería	Edgar González	1	0	0	56.7	4	0
1	pase	1564	234548	56.2	5.8	23	21	1	2372222	Almería	Álex Pozo	1	0	0	41.3	11.7	0
1	pase	1564	469402	43.7	20.4	23	25	1	2372222	Almería	Edgar González	1	0	0	34.9	51.8	0
1	pase	1564	210977	33.3	60.8	23	28	1	2372222	Almería	Srdjan Babic	1	0	0	39.9	85.7	0
1	pase	1564	463170	39.1	72.3	23	31	1	2372222	Almería	Iddrisu Baba	1	0	0	40.7	16.8	0
1	pase	1564	234548	41.6	7.3	23	37	1	2372222	Almería	Álex Pozo	1	0	0	38.4	31.6	0
1	pase	1564	233681	38.9	29.2	23	40	1	2372222	Almería	Lucas Robertone	1	0	0	38	8.3	0
1	pase	1564	469402	56.9	10.4	23	45	1	2372222	Almería	Edgar González	1	0	0	61	4.1	0
1	pase	1564	234548	60.8	4.7	23	47	1	2372222	Almería	Álex Pozo	1	0	0	56	28.3	0
1	pase	1564	463170	54	36.1	23	52	1	2372222	Almería	Iddrisu Baba	1	0	0	51.2	60.8	0
1	pase	1564	210977	58.2	69.7	23	55	1	2372222	Almería	Srdjan Babic	1	0	0	80	98.7	0
1	pase_fallado	1564	220871	85.9	89.1	24	2	1	2372222	Almería	Sergio Akieme	0	0	0	87.3	47.6	0
12	despeje	184	77359	12.5	49.5	24	3	1	2372222	Rayo Vallecano	Florian Lejeune	1	0	0	31.5	57.6	0
13	ocasion_fuera	1564	233681	71	40.1	24	6	1	2372222	Almería	Lucas Robertone	1	22	0	0	0	0
10	parada	184	94878	1.6	56.9	24	7	1	2372222	Rayo Vallecano	Stole Dimitrievski	1	0	0	0	0	0
6	corner	184	94878	2.2	61.8	24	8	1	2372222	Rayo Vallecano	Stole Dimitrievski	0	0	0	0	0	0
6	corner	1564	233681	97.8	38.2	24	8	1	2372222	Almería	Lucas Robertone	1	0	0	0	0	0
1	pase	1564	233681	99.5	0.5	24	47	1	2372222	Almería	Lucas Robertone	1	0	0	94.1	4	0
1	pase	1564	132161	94.1	4	24	48	1	2372222	Almería	Adri Embarba	1	0	0	80.1	72	0
3	regate_fallado	1564	220871	81.6	74.5	24	53	1	2372222	Almería	Sergio Akieme	0	0	0	0	0	0
49	recuperacion_balon	184	40721	8.9	19	24	55	1	2372222	Rayo Vallecano	Óscar Trejo	1	0	0	0	0	0
4	falta_recibida	184	40721	8.5	17.1	24	55	1	2372222	Rayo Vallecano	Óscar Trejo	1	0	152	0	0	0
4	falta_cometida	1564	220871	91.5	82.9	24	55	1	2372222	Almería	Sergio Akieme	0	0	152	0	0	0
1	pase_fallado	184	94878	11.5	23.7	25	30	1	2372222	Rayo Vallecano	Stole Dimitrievski	0	0	0	61.2	16.5	0
44	duelo_aereo	1564	210977	36	84.8	25	34	1	2372222	Almería	Srdjan Babic	1	0	0	0	0	0
44	duelo_aereo	184	449300	64	15.2	25	34	1	2372222	Rayo Vallecano	Randy Nteka	0	0	0	0	0	0
1	pase	1564	210977	35.6	86.1	25	34	1	2372222	Almería	Srdjan Babic	1	0	0	40.5	74.6	0
49	recuperacion_balon	1564	233681	37.8	74.4	25	35	1	2372222	Almería	Lucas Robertone	1	0	0	0	0	0
1	pase_fallado	1564	233681	37.8	74.4	25	35	1	2372222	Almería	Lucas Robertone	0	0	0	-1.1	85.1	0
6	corner	184	94878	99.8	15.6	25	39	1	2372222	Rayo Vallecano	Stole Dimitrievski	1	0	0	0	0	0
6	corner	1564	233681	0.2	84.4	25	39	1	2372222	Almería	Lucas Robertone	0	0	0	0	0	0
1	pase	184	434078	99.7	0.5	26	12	1	2372222	Rayo Vallecano	Isi Palazón	1	0	0	96.9	71.5	0
44	duelo_aereo	184	89399	95.6	69.2	26	15	1	2372222	Rayo Vallecano	Aridane Hernández	1	0	0	0	0	0
44	duelo_aereo	1564	220871	4.4	30.8	26	15	1	2372222	Almería	Sergio Akieme	0	0	0	0	0	0
1	pase_fallado	184	89399	94.9	69	26	15	1	2372222	Rayo Vallecano	Aridane Hernández	0	0	0	93.9	64.9	0
4	falta_cometida	1564	220871	4.8	32.9	26	15	1	2372222	Almería	Sergio Akieme	0	0	152	0	0	0
16	gol	184	449300	88.5	50	27	22	1	2372222	Rayo Vallecano	Randy Nteka	1	0	9	0	0	0
58	sin_identificar	1564	76611	0.6	50	27	22	1	2372222	Almería	Diego Mariño	1	0	0	0	0	0
1	pase	1564	132161	49.8	49.9	28	27	1	2372222	Almería	Adri Embarba	1	0	0	43.8	35.7	0
61	toco_balon	1564	233681	44.1	32.7	28	28	1	2372222	Almería	Lucas Robertone	1	0	0	0	0	0
4	falta_recibida	184	178424	42.2	70.6	28	28	1	2372222	Rayo Vallecano	Alfonso Espino	1	0	152	0	0	0
4	falta_cometida	1564	441293	57.8	29.4	28	28	1	2372222	Almería	Lázaro	0	0	152	0	0	0
1	pase	184	77359	43.4	72.1	28	50	1	2372222	Rayo Vallecano	Florian Lejeune	1	0	0	85.8	85.5	0
61	toco_balon	184	165682	84.3	85.3	28	53	1	2372222	Rayo Vallecano	Álvaro García	0	0	0	0	0	0
1	pase	1564	233681	22.6	26.5	28	54	1	2372222	Almería	Lucas Robertone	1	0	0	25.6	13.5	0
49	recuperacion_balon	1564	441293	25.6	13.2	28	55	1	2372222	Almería	Lázaro	1	0	0	0	0	0
1	pase	1564	441293	25	12.2	28	56	1	2372222	Almería	Lázaro	1	0	0	9.2	8.6	0
1	pase	1564	233681	10	6.5	28	58	1	2372222	Almería	Lucas Robertone	1	0	0	39.7	9.8	0
4	falta_recibida	1564	432838	42.2	8.1	29	0	1	2372222	Almería	Luis Suárez	1	0	152	0	0	265
4	falta_cometida	184	77359	57.8	91.9	29	0	1	2372222	Rayo Vallecano	Florian Lejeune	0	0	152	0	0	265
1	pase	1564	233681	44.4	15.9	29	30	1	2372222	Almería	Lucas Robertone	1	0	0	93.6	23.1	0
3	regate_fallado	1564	132161	95	23.8	29	32	1	2372222	Almería	Adri Embarba	0	0	0	0	0	0
7	entrada	184	89399	5	76.2	29	32	1	2372222	Rayo Vallecano	Aridane Hernández	1	0	0	0	0	0
6	corner	184	89399	4.4	79	29	33	1	2372222	Rayo Vallecano	Aridane Hernández	0	0	0	0	0	0
6	corner	1564	132161	95.6	21	29	33	1	2372222	Almería	Adri Embarba	1	0	0	0	0	0
1	pase	1564	132161	99.5	0.5	29	55	1	2372222	Almería	Adri Embarba	1	0	0	95.8	46.4	0
13	ocasion_fuera	1564	463170	95.6	47.4	29	56	1	2372222	Almería	Iddrisu Baba	1	25	0	0	0	0
5	balon_fuera	184	89399	0	55.4	29	56	1	2372222	Rayo Vallecano	Aridane Hernández	1	0	346	0	0	0
5	balon_fuera	1564	463170	100	44.6	29	56	1	2372222	Almería	Iddrisu Baba	0	0	346	0	0	0
1	pase_fallado	184	94878	4.7	45.8	32	33	1	2372222	Rayo Vallecano	Stole Dimitrievski	0	0	0	55.6	7.1	0
44	duelo_aereo	1564	463170	42.4	85	32	36	1	2372222	Almería	Iddrisu Baba	1	0	0	0	0	0
44	duelo_aereo	184	434078	57.6	15	32	36	1	2372222	Rayo Vallecano	Isi Palazón	0	0	0	0	0	0
1	pase	1564	463170	41.9	77.5	32	36	1	2372222	Almería	Iddrisu Baba	1	0	0	63.4	82.9	0
61	toco_balon	1564	432838	63.4	82.9	32	38	1	2372222	Almería	Luis Suárez	0	0	0	0	0	0
1	pase_fallado	184	89399	10.3	8.7	32	42	1	2372222	Rayo Vallecano	Aridane Hernández	0	0	0	15.4	6.5	0
74	bloqueo_pase	1564	432838	81.3	86.9	32	42	1	2372222	Almería	Luis Suárez	1	0	0	0	0	0
61	toco_balon	1564	432838	78.7	92.7	32	46	1	2372222	Almería	Luis Suárez	0	0	0	0	0	0
1	pase	184	434078	29.9	7.1	32	47	1	2372222	Rayo Vallecano	Isi Palazón	1	0	0	30.9	11.8	0
1	pase_fallado	184	183462	22.4	11.8	32	48	1	2372222	Rayo Vallecano	Unai López	0	0	0	62.1	29	0
1	pase	1564	469402	37.1	78.4	32	53	1	2372222	Almería	Edgar González	1	0	0	48.3	91.4	0
49	recuperacion_balon	1564	220871	48.7	91.5	32	54	1	2372222	Almería	Sergio Akieme	1	0	0	0	0	0
45	regate_recibido	184	183462	34.4	14	32	57	1	2372222	Rayo Vallecano	Unai López	0	0	0	0	0	0
3	regate_conseguido	1564	220871	65.6	86	32	57	1	2372222	Almería	Sergio Akieme	1	0	0	0	0	0
45	regate_recibido	184	433161	28.2	20.8	32	58	1	2372222	Rayo Vallecano	Óscar Valentín	0	0	0	0	0	0
3	regate_conseguido	1564	220871	71.8	79.2	32	58	1	2372222	Almería	Sergio Akieme	1	0	0	0	0	0
1	pase	1564	220871	76.1	70.1	33	0	1	2372222	Almería	Sergio Akieme	1	0	0	93.8	66.3	0
15	disparo_parado	1564	432838	91.4	61.3	33	2	1	2372222	Almería	Luis Suárez	1	22	0	0	0	0
10	parada	184	94878	5.2	42.3	33	2	1	2372222	Rayo Vallecano	Stole Dimitrievski	1	0	0	0	0	0
4	falta_recibida	184	97624	8.2	28.6	33	4	1	2372222	Rayo Vallecano	Iván Balliu	1	0	152	0	0	0
4	falta_cometida	1564	132161	91.8	71.4	33	4	1	2372222	Almería	Adri Embarba	0	0	152	0	0	0
1	pase_fallado	184	94878	9	25.9	34	38	1	2372222	Rayo Vallecano	Stole Dimitrievski	0	0	0	62.8	-1.5	0
5	balon_fuera	184	94878	64.2	0	34	42	1	2372222	Rayo Vallecano	Stole Dimitrievski	0	0	347	0	0	0
5	balon_fuera	1564	463170	35.8	100	34	42	1	2372222	Almería	Iddrisu Baba	1	0	347	0	0	0
1	pase	1564	220871	34.3	100	34	45	1	2372222	Almería	Sergio Akieme	1	0	0	23.5	86	0
1	pase	1564	210977	24.7	78.7	34	49	1	2372222	Almería	Srdjan Babic	1	0	0	23.7	54.9	0
1	pase	1564	469402	28.7	35.7	34	55	1	2372222	Almería	Edgar González	1	0	0	13.3	53.9	0
1	pase_fallado	1564	76611	13.6	54.6	34	58	1	2372222	Almería	Diego Mariño	0	0	0	63.3	64.6	0
1	pase_fallado	184	89399	38.8	35.3	35	1	1	2372222	Rayo Vallecano	Aridane Hernández	0	0	0	45.3	48.2	0
1	pase_fallado	1564	233681	51.6	50.6	35	3	1	2372222	Almería	Lucas Robertone	0	0	0	64.8	90.8	0
49	recuperacion_balon	184	97624	29.5	7.2	35	6	1	2372222	Rayo Vallecano	Iván Balliu	1	0	0	0	0	0
1	pase_fallado	184	97624	28.1	4.5	35	6	1	2372222	Rayo Vallecano	Iván Balliu	0	0	0	63.6	8.9	0
1	pase	1564	220871	40.5	88.6	35	8	1	2372222	Almería	Sergio Akieme	1	0	0	42.6	82.9	0
49	recuperacion_balon	1564	463170	42.6	82.7	35	9	1	2372222	Almería	Iddrisu Baba	1	0	0	0	0	0
4	falta_recibida	1564	463170	40.6	84.3	35	10	1	2372222	Almería	Iddrisu Baba	1	0	152	0	0	0
4	falta_cometida	184	449300	59.4	15.7	35	10	1	2372222	Rayo Vallecano	Randy Nteka	0	0	152	0	0	0
1	pase	1564	463170	41.2	78.1	35	18	1	2372222	Almería	Iddrisu Baba	1	0	0	31.4	62.1	0
1	pase	1564	210977	31.2	61.5	35	20	1	2372222	Almería	Srdjan Babic	1	0	0	30.2	37.4	0
1	pase	1564	469402	35.7	28.8	35	24	1	2372222	Almería	Edgar González	1	0	0	59.9	5	0
1	pase	1564	234548	60.3	5.9	35	26	1	2372222	Almería	Álex Pozo	1	0	0	93.7	18.3	0
50	me_roban_balon	1564	441293	95	9.7	35	31	1	2372222	Almería	Lázaro	0	0	0	0	0	0
7	entrada	184	178424	5	90.3	35	32	1	2372222	Rayo Vallecano	Alfonso Espino	1	0	0	0	0	0
49	recuperacion_balon	184	178424	6.7	94.2	35	34	1	2372222	Rayo Vallecano	Alfonso Espino	1	0	0	0	0	0
1	pase_fallado	184	178424	7	97.5	35	34	1	2372222	Rayo Vallecano	Alfonso Espino	0	0	0	45.1	72.6	0
49	recuperacion_balon	1564	469402	55.3	28.3	35	37	1	2372222	Almería	Edgar González	1	0	0	0	0	0
1	pase	1564	469402	55.4	28.9	35	38	1	2372222	Almería	Edgar González	1	0	0	53	45.8	0
1	pase	1564	210977	53.1	45.8	35	39	1	2372222	Almería	Srdjan Babic	1	0	0	56.9	74.7	0
1	pase	1564	220871	56.9	68.4	35	45	1	2372222	Almería	Sergio Akieme	1	0	0	44.7	55.8	0
1	pase	1564	210977	44.7	55.8	35	47	1	2372222	Almería	Srdjan Babic	1	0	0	43.6	30.6	0
1	pase	1564	469402	44.2	29.4	35	49	1	2372222	Almería	Edgar González	1	0	0	57	4	0
