codigo	tipo	equipo	player	x	y	min	sec	period	partido	nombre_equipo	nombre_jugador	outcome	fase	tipo	end_x	end_y	extra
1	pase	1564	234548	57.4	4.4	35	53	1	2372222	Almería	Álex Pozo	1	0	0	41.4	15.6	0
1	pase	1564	469402	44.1	18.3	35	56	1	2372222	Almería	Edgar González	1	0	0	47.2	35.5	0
83	sin_identificar	184	183462	53	63.8	35	58	1	2372222	Rayo Vallecano	Unai López	0	0	0	0	0	0
4	falta_recibida	1564	463170	38.1	35.2	36	0	1	2372222	Almería	Iddrisu Baba	1	0	152	0	0	0
4	falta_cometida	184	40721	61.9	64.8	36	0	1	2372222	Rayo Vallecano	Óscar Trejo	0	0	152	0	0	0
1	pase	1564	233681	40.2	38.6	36	13	1	2372222	Almería	Lucas Robertone	1	0	0	34	31	0
1	pase	1564	469402	37.2	21.5	36	20	1	2372222	Almería	Edgar González	1	0	0	71.2	14.1	0
1	pase	1564	433952	76.5	12.8	36	21	1	2372222	Almería	Largie Ramazani	1	0	0	68.7	4	0
1	pase_fallado	1564	234548	64.8	3.4	36	24	1	2372222	Almería	Álex Pozo	0	0	0	72.4	7.6	0
49	recuperacion_balon	184	77359	23.4	90.9	36	25	1	2372222	Rayo Vallecano	Florian Lejeune	1	0	0	0	0	0
1	pase_fallado	184	77359	23.4	90.9	36	25	1	2372222	Rayo Vallecano	Florian Lejeune	0	0	0	65.5	52.2	0
1	pase	1564	210977	31.8	38.6	36	28	1	2372222	Almería	Srdjan Babic	1	0	0	53.7	38	0
1	pase_fallado	1564	233681	53.7	38	36	29	1	2372222	Almería	Lucas Robertone	0	0	0	56.5	41	0
8	pase_cortado	184	183462	39.2	55.3	36	30	1	2372222	Rayo Vallecano	Unai López	1	0	0	0	0	0
61	toco_balon	184	40721	49.7	69	36	32	1	2372222	Rayo Vallecano	Óscar Trejo	0	0	0	0	0	0
49	recuperacion_balon	1564	463170	54.3	20.3	36	35	1	2372222	Almería	Iddrisu Baba	1	0	0	0	0	0
1	pase	1564	463170	55.1	18.5	36	35	1	2372222	Almería	Iddrisu Baba	1	0	0	93.9	6.7	0
1	pase_fallado	1564	433952	97.8	19.4	36	43	1	2372222	Almería	Largie Ramazani	0	0	0	92.6	49.6	0
12	despeje	184	89399	7.5	36.2	36	44	1	2372222	Rayo Vallecano	Aridane Hernández	1	0	0	13.9	71.4	0
3	regate_fallado	1564	441293	88.7	17.1	36	49	1	2372222	Almería	Lázaro	0	0	0	0	0	0
7	entrada	184	183462	11.3	82.9	36	49	1	2372222	Rayo Vallecano	Unai López	0	0	0	0	0	0
83	sin_identificar	184	165682	20.5	80.1	36	50	1	2372222	Rayo Vallecano	Álvaro García	0	0	0	0	0	0
1	pase	1564	441293	77.4	24.4	36	52	1	2372222	Almería	Lázaro	1	0	0	67.8	37.4	0
13	ocasion_fuera	1564	463170	68.6	42.4	36	56	1	2372222	Almería	Iddrisu Baba	1	22	0	0	0	0
5	balon_fuera	184	165682	0	54.2	36	57	1	2372222	Rayo Vallecano	Álvaro García	1	0	346	0	0	0
5	balon_fuera	1564	463170	100	45.8	36	57	1	2372222	Almería	Iddrisu Baba	0	0	346	0	0	0
1	pase_fallado	184	94878	4.2	48.6	37	19	1	2372222	Rayo Vallecano	Stole Dimitrievski	0	0	0	56	101.3	0
5	balon_fuera	184	94878	57.3	100	37	24	1	2372222	Rayo Vallecano	Stole Dimitrievski	0	0	347	0	0	0
5	balon_fuera	1564	463170	42.7	0	37	24	1	2372222	Almería	Iddrisu Baba	1	0	347	0	0	0
1	pase	1564	469402	31	0	37	27	1	2372222	Almería	Edgar González	1	0	0	29.8	29.7	0
1	pase	1564	210977	32.5	45.4	37	32	1	2372222	Almería	Srdjan Babic	1	0	0	37.7	72.3	0
1	pase	1564	220871	39.4	74.2	37	35	1	2372222	Almería	Sergio Akieme	1	0	0	47.3	57.8	0
1	pase	1564	463170	47.3	57.8	37	36	1	2372222	Almería	Iddrisu Baba	1	0	0	30.6	62.1	0
1	pase	1564	210977	29.7	60.6	37	38	1	2372222	Almería	Srdjan Babic	1	0	0	30.1	32.7	0
1	pase	1564	469402	34.4	26.5	37	41	1	2372222	Almería	Edgar González	1	0	0	45.4	4.6	0
1	pase_fallado	1564	234548	46.9	5	37	43	1	2372222	Almería	Álex Pozo	0	0	0	60.9	24.1	0
49	recuperacion_balon	184	433161	40	81.5	37	44	1	2372222	Rayo Vallecano	Óscar Valentín	1	0	0	0	0	0
1	pase	184	433161	40	81.5	37	45	1	2372222	Rayo Vallecano	Óscar Valentín	1	0	0	54.5	79.4	0
1	pase	184	40721	56.8	79.4	37	46	1	2372222	Rayo Vallecano	Óscar Trejo	1	0	0	50.4	81.9	0
1	pase_fallado	184	433161	58	89.1	37	49	1	2372222	Rayo Vallecano	Óscar Valentín	0	0	0	64.8	85.9	0
61	toco_balon	1564	233681	37.5	16.7	37	49	1	2372222	Almería	Lucas Robertone	1	0	0	0	0	0
2	pase_fuera_juego	184	449300	67.9	84.1	37	50	1	2372222	Rayo Vallecano	Randy Nteka	1	0	0	76.1	94.6	0
55	sin_identificar	1564	210977	28.3	32.8	37	50	1	2372222	Almería	Srdjan Babic	1	0	0	0	0	0
1	pase	1564	234548	27	12	37	59	1	2372222	Almería	Álex Pozo	1	0	0	22.3	21.5	0
1	pase	1564	469402	23.5	25.8	38	2	1	2372222	Almería	Edgar González	1	0	0	7.3	48.2	0
1	pase	1564	76611	8.1	50.9	38	7	1	2372222	Almería	Diego Mariño	1	0	0	14.6	33.1	0
1	pase	1564	469402	16.2	31	38	10	1	2372222	Almería	Edgar González	1	0	0	1.7	39.2	0
1	pase_fallado	1564	76611	1.7	39.4	38	12	1	2372222	Almería	Diego Mariño	0	0	0	40.9	4.4	0
1	pase_fallado	184	178424	54.2	94.6	38	16	1	2372222	Rayo Vallecano	Alfonso Espino	0	0	0	73.8	87.1	0
1	pase_fallado	1564	469402	24.1	8.2	38	20	1	2372222	Almería	Edgar González	0	0	0	65.1	24.3	0
1	pase_fallado	184	89399	31.9	87.3	38	24	1	2372222	Rayo Vallecano	Aridane Hernández	0	0	0	45.6	101.3	0
5	balon_fuera	184	89399	45.2	100	38	26	1	2372222	Rayo Vallecano	Aridane Hernández	0	0	347	0	0	0
5	balon_fuera	1564	469402	54.8	0	38	26	1	2372222	Almería	Edgar González	1	0	347	0	0	0
1	pase	1564	234548	58.9	0	38	38	1	2372222	Almería	Álex Pozo	1	0	0	60.2	13.2	0
1	pase	1564	441293	58.8	10.7	38	39	1	2372222	Almería	Lázaro	1	0	0	54.6	3.4	0
1	pase	1564	234548	54.6	3.4	38	41	1	2372222	Almería	Álex Pozo	1	0	0	58.6	16.8	0
1	pase	1564	233681	58.6	16.8	38	42	1	2372222	Almería	Lucas Robertone	1	0	0	66.1	15.6	0
83	sin_identificar	184	178424	34.1	83.9	38	44	1	2372222	Rayo Vallecano	Alfonso Espino	0	0	0	0	0	0
45	regate_recibido	184	178424	30.4	82	38	45	1	2372222	Rayo Vallecano	Alfonso Espino	0	0	0	0	0	0
3	regate_conseguido	1564	433952	69.6	18	38	45	1	2372222	Almería	Largie Ramazani	1	0	0	0	0	0
1	pase	1564	433952	71.5	18.5	38	46	1	2372222	Almería	Largie Ramazani	1	0	0	76	29.8	0
15	disparo_parado	1564	432838	83.6	46.6	38	49	1	2372222	Almería	Luis Suárez	1	22	0	0	0	0
10	parada	184	94878	2.3	50.9	38	49	1	2372222	Rayo Vallecano	Stole Dimitrievski	1	0	0	0	0	0
52	portero_agarrra_pelota	184	94878	2.3	50.9	38	51	1	2372222	Rayo Vallecano	Stole Dimitrievski	0	0	0	0	0	0
1	pase_fallado	184	94878	8.1	50.4	39	16	1	2372222	Rayo Vallecano	Stole Dimitrievski	0	0	0	60.8	30.1	0
1	pase	1564	220871	38	59.7	39	20	1	2372222	Almería	Sergio Akieme	1	0	0	49.3	61.5	0
49	recuperacion_balon	1564	132161	49.9	61.4	39	21	1	2372222	Almería	Adri Embarba	1	0	0	0	0	0
1	pase_fallado	1564	132161	49.9	61.4	39	21	1	2372222	Almería	Adri Embarba	0	0	0	53	49.4	0
44	duelo_aereo	184	433161	47.4	48.2	39	22	1	2372222	Rayo Vallecano	Óscar Valentín	1	0	0	0	0	0
44	duelo_aereo	1564	433952	52.6	51.8	39	22	1	2372222	Almería	Largie Ramazani	0	0	0	0	0	0
1	pase_fallado	184	433161	46.2	51.1	39	22	1	2372222	Rayo Vallecano	Óscar Valentín	0	0	0	47.4	51.5	0
61	toco_balon	1564	433952	53	49.4	39	22	1	2372222	Almería	Largie Ramazani	1	0	0	0	0	0
1	pase_fallado	1564	233681	43.1	48.8	39	24	1	2372222	Almería	Lucas Robertone	0	0	0	56	53.3	0
4	falta_recibida	1564	432838	55.6	56	39	25	1	2372222	Almería	Luis Suárez	1	0	152	0	0	265
4	falta_cometida	184	183462	44.4	44	39	25	1	2372222	Rayo Vallecano	Unai López	0	0	152	0	0	265
17	tarjeta	184	183462	44.5	43.5	39	32	1	2372222	Rayo Vallecano	Unai López	1	0	0	0	0	0
1	pase	1564	132161	56	53.3	40	41	1	2372222	Almería	Adri Embarba	1	0	0	63.9	65.2	0
1	pase_fallado	1564	233681	63.9	65.2	40	42	1	2372222	Almería	Lucas Robertone	0	0	0	80.8	50.6	0
12	despeje	184	449300	18.9	55	40	44	1	2372222	Rayo Vallecano	Randy Nteka	1	0	0	29.8	51.8	0
61	toco_balon	184	40721	24.9	42.6	40	44	1	2372222	Rayo Vallecano	Óscar Trejo	1	0	0	0	0	0
1	pase	1564	433952	68.8	44.8	40	45	1	2372222	Almería	Largie Ramazani	1	0	0	76.5	68.1	0
1	pase	1564	469402	76.5	68.1	40	48	1	2372222	Almería	Edgar González	1	0	0	73	64.9	0
1	pase_fallado	1564	432838	73	64.9	40	49	1	2372222	Almería	Luis Suárez	0	0	0	93.8	84.4	0
49	recuperacion_balon	184	434078	7.5	15.2	40	52	1	2372222	Rayo Vallecano	Isi Palazón	1	0	0	0	0	0
1	pase	184	434078	5.2	17.2	40	53	1	2372222	Rayo Vallecano	Isi Palazón	1	0	0	6.5	34.6	0
1	pase_fallado	184	89399	6.7	32.1	40	55	1	2372222	Rayo Vallecano	Aridane Hernández	0	0	0	55.6	2.3	0
49	recuperacion_balon	1564	233681	44.7	96	41	0	1	2372222	Almería	Lucas Robertone	1	0	0	0	0	0
1	pase	1564	233681	43.9	96	41	0	1	2372222	Almería	Lucas Robertone	1	0	0	20.5	72.9	0
1	pase	1564	76611	21.5	69.3	41	6	1	2372222	Almería	Diego Mariño	1	0	0	27.4	58.8	0
1	pase	1564	463170	30	41.3	41	11	1	2372222	Almería	Iddrisu Baba	1	0	0	12.6	51.2	0
1	pase	1564	76611	14.3	48.1	41	17	1	2372222	Almería	Diego Mariño	1	0	0	21.5	37.3	0
1	pase	1564	469402	23.9	32.2	41	21	1	2372222	Almería	Edgar González	1	0	0	32.8	28.9	0
1	pase	1564	433952	31.6	21.5	41	24	1	2372222	Almería	Largie Ramazani	1	0	0	25.1	33.3	0
1	pase	1564	469402	25.1	33.3	41	25	1	2372222	Almería	Edgar González	1	0	0	33	47	0
1	pase	1564	463170	33.2	47	41	27	1	2372222	Almería	Iddrisu Baba	1	0	0	24.8	29.7	0
1	pase	1564	469402	26.8	25.8	41	30	1	2372222	Almería	Edgar González	1	0	0	36.3	5.2	0
1	pase	1564	234548	38.5	4.7	41	32	1	2372222	Almería	Álex Pozo	1	0	0	81.5	29.1	0
3	regate_fallado	1564	441293	94.2	14.2	41	39	1	2372222	Almería	Lázaro	0	0	0	0	0	0
7	entrada	184	77359	5.8	85.8	41	39	1	2372222	Rayo Vallecano	Florian Lejeune	0	0	0	0	0	0
61	toco_balon	1564	441293	94.8	14.7	41	39	1	2372222	Almería	Lázaro	1	0	0	0	0	0
49	recuperacion_balon	184	77359	4.8	85.1	41	39	1	2372222	Rayo Vallecano	Florian Lejeune	1	0	0	0	0	0
1	pase	184	77359	2.8	88	41	42	1	2372222	Rayo Vallecano	Florian Lejeune	1	0	0	11.9	94.6	0
1	pase	184	178424	11.9	94.9	41	44	1	2372222	Rayo Vallecano	Alfonso Espino	1	0	0	22.3	86.6	0
1	pase_fallado	184	165682	23.7	89.5	41	46	1	2372222	Rayo Vallecano	Álvaro García	0	0	0	59.4	71.9	0
1	pase_fallado	1564	210977	46	24.9	41	48	1	2372222	Almería	Srdjan Babic	0	0	0	60.3	28.2	0
1	pase_fallado	184	40721	36.9	81	41	50	1	2372222	Rayo Vallecano	Óscar Trejo	0	0	0	48.1	101.2	0
5	balon_fuera	184	178424	46.9	100	41	52	1	2372222	Rayo Vallecano	Alfonso Espino	0	0	347	0	0	0
5	balon_fuera	1564	210977	53.1	0	41	52	1	2372222	Almería	Srdjan Babic	1	0	347	0	0	0
1	pase_fallado	1564	234548	54.4	0	42	4	1	2372222	Almería	Álex Pozo	0	0	0	57.1	7	0
1	pase	1564	234548	56.2	9.1	42	25	1	2372222	Almería	Álex Pozo	1	0	0	45.3	32.1	0
1	pase	1564	233681	46.1	32.4	42	27	1	2372222	Almería	Lucas Robertone	1	0	0	56	86.2	0
1	pase	1564	220871	48	71.5	42	35	1	2372222	Almería	Sergio Akieme	1	0	0	36.6	67.2	0
1	pase	1564	210977	36.6	67.2	42	39	1	2372222	Almería	Srdjan Babic	1	0	0	35.7	35.4	0
1	pase	1564	469402	40.2	35.1	42	42	1	2372222	Almería	Edgar González	1	0	0	41.1	15.2	0
1	pase_fallado	1564	463170	43	8.5	42	45	1	2372222	Almería	Iddrisu Baba	0	0	0	45.4	7.6	0
8	pase_cortado	184	165682	53.7	92.2	42	45	1	2372222	Rayo Vallecano	Álvaro García	1	0	0	0	0	0
1	pase	1564	463170	37	17.9	42	48	1	2372222	Almería	Iddrisu Baba	1	0	0	13.2	50.1	0
1	pase	1564	76611	14.2	51.3	42	52	1	2372222	Almería	Diego Mariño	1	0	0	28.9	77.5	0
1	pase	1564	210977	32.2	76.9	42	57	1	2372222	Almería	Srdjan Babic	1	0	0	29.6	38.3	0
1	pase	1564	469402	31.3	28.8	43	1	1	2372222	Almería	Edgar González	1	0	0	54.9	10.4	0
3	regate_fallado	1564	234548	57.9	11	43	3	1	2372222	Almería	Álex Pozo	0	0	0	0	0	0
7	entrada	184	178424	42.1	89	43	3	1	2372222	Rayo Vallecano	Alfonso Espino	1	0	0	0	0	0
4	falta_recibida	1564	234548	58.2	11.5	43	4	1	2372222	Almería	Álex Pozo	1	0	152	0	0	0
4	falta_cometida	184	178424	41.8	88.5	43	4	1	2372222	Rayo Vallecano	Alfonso Espino	0	0	152	0	0	0
1	pase	1564	234548	52.5	10.1	43	20	1	2372222	Almería	Álex Pozo	1	0	0	37.4	28.2	0
1	pase	1564	469402	41.4	29.5	43	24	1	2372222	Almería	Edgar González	1	0	0	37.4	65.8	0
1	pase	1564	210977	43.1	65.7	43	27	1	2372222	Almería	Srdjan Babic	1	0	0	62.4	94.7	0
1	pase	1564	220871	56.2	73.9	43	32	1	2372222	Almería	Sergio Akieme	1	0	0	44.1	42.8	0
1	pase	1564	469402	44	31	43	37	1	2372222	Almería	Edgar González	1	0	0	61.1	31.3	0
1	pase	1564	441293	57.5	22.5	43	41	1	2372222	Almería	Lázaro	1	0	0	60.1	4.7	0
1	pase	1564	234548	60.1	4.7	43	42	1	2372222	Almería	Álex Pozo	1	0	0	47.5	14.3	0
1	pase	1564	463170	53.3	11.1	43	45	1	2372222	Almería	Iddrisu Baba	1	0	0	57.2	30.7	0
1	pase_fallado	1564	233681	63.1	30.7	43	48	1	2372222	Almería	Lucas Robertone	0	0	0	86.4	62.7	0
49	recuperacion_balon	184	97624	13.2	29.9	43	50	1	2372222	Rayo Vallecano	Iván Balliu	1	0	0	0	0	0
1	pase	184	97624	13.2	29.9	43	50	1	2372222	Rayo Vallecano	Iván Balliu	1	0	0	3.4	40.9	0
52	portero_agarrra_pelota	184	94878	3.4	41.1	43	52	1	2372222	Rayo Vallecano	Stole Dimitrievski	0	0	0	0	0	0
80	sin_identificar	184	94878	13.9	44.4	44	7	1	2372222	Rayo Vallecano	Stole Dimitrievski	0	0	0	0	0	0
1	pase_fallado	184	94878	23.9	26.8	44	11	1	2372222	Rayo Vallecano	Stole Dimitrievski	0	0	0	66	23.2	0
1	pase	1564	463170	29.7	74.5	44	14	1	2372222	Almería	Iddrisu Baba	1	0	0	35	65.4	0
44	duelo_aereo	1564	210977	36.7	67.8	44	17	1	2372222	Almería	Srdjan Babic	1	0	0	0	0	0
44	duelo_aereo	184	40721	63.3	32.2	44	17	1	2372222	Rayo Vallecano	Óscar Trejo	0	0	0	0	0	0
1	pase	1564	210977	35	65.4	44	17	1	2372222	Almería	Srdjan Babic	1	0	0	9.6	41.5	0
52	portero_agarrra_pelota	1564	76611	9.6	41.5	44	20	1	2372222	Almería	Diego Mariño	0	0	0	0	0	0
1	pase	1564	76611	11.4	40	44	21	1	2372222	Almería	Diego Mariño	1	0	0	22.7	39.4	0
1	pase	1564	469402	27	38.2	44	26	1	2372222	Almería	Edgar González	1	0	0	31.6	62	0
3	regate_fallado	1564	463170	31.4	71.4	44	30	1	2372222	Almería	Iddrisu Baba	0	0	0	0	0	0
7	entrada	184	183462	68.6	28.6	44	30	1	2372222	Rayo Vallecano	Unai López	1	0	0	0	0	0
49	recuperacion_balon	184	183462	70.7	23.5	44	31	1	2372222	Rayo Vallecano	Unai López	1	0	0	0	0	0
15	disparo_parado	184	183462	79.3	34.2	44	34	1	2372222	Rayo Vallecano	Unai López	1	22	0	0	0	0
10	parada	1564	76611	3.5	49.7	44	34	1	2372222	Almería	Diego Mariño	1	0	0	0	0	0
12	despeje	1564	233681	10.1	46.7	44	36	1	2372222	Almería	Lucas Robertone	1	0	0	10.1	57.8	0
44	duelo_aereo	184	449300	92.2	43.8	44	38	1	2372222	Rayo Vallecano	Randy Nteka	1	0	0	0	0	0
44	duelo_aereo	1564	220871	7.8	56.2	44	38	1	2372222	Almería	Sergio Akieme	0	0	0	0	0	0
1	pase	184	449300	91.6	47	44	38	1	2372222	Rayo Vallecano	Randy Nteka	1	0	0	88.5	36.9	0
15	disparo_parado	184	183462	86.8	36	44	40	1	2372222	Rayo Vallecano	Unai López	1	22	0	0	0	0
10	parada	1564	220871	7.6	58.7	44	40	1	2372222	Almería	Sergio Akieme	1	0	0	0	0	0
49	recuperacion_balon	1564	132161	18.1	71.1	44	42	1	2372222	Almería	Adri Embarba	1	0	0	0	0	0
45	regate_recibido	184	183462	85.3	18.5	44	43	1	2372222	Rayo Vallecano	Unai López	0	0	0	0	0	0
3	regate_conseguido	1564	132161	14.7	81.5	44	43	1	2372222	Almería	Adri Embarba	1	0	0	0	0	0
1	pase_fallado	1564	132161	14.5	93.6	44	46	1	2372222	Almería	Adri Embarba	0	0	0	29.8	92.4	0
49	recuperacion_balon	184	97624	67	4.7	44	47	1	2372222	Rayo Vallecano	Iván Balliu	1	0	0	0	0	0
1	pase	184	97624	66.5	5.2	44	48	1	2372222	Rayo Vallecano	Iván Balliu	1	0	0	73.2	14.7	0
1	pase	184	183462	73.7	13.8	44	49	1	2372222	Rayo Vallecano	Unai López	1	0	0	73.4	5.4	0
1	pase	184	97624	73.7	4.3	44	50	1	2372222	Rayo Vallecano	Iván Balliu	1	0	0	68.4	2.7	0
1	pase	184	434078	68.4	2.9	44	52	1	2372222	Rayo Vallecano	Isi Palazón	1	0	0	67.6	8.1	0
1	pase	184	183462	67.6	8.9	44	53	1	2372222	Rayo Vallecano	Unai López	1	0	0	62.1	4.2	0
1	pase	184	434078	61.7	3.3	44	56	1	2372222	Rayo Vallecano	Isi Palazón	1	0	0	53.6	9.2	0
1	pase	184	89399	53.1	12.5	45	0	1	2372222	Rayo Vallecano	Aridane Hernández	1	0	0	47.5	31.2	0
1	pase	184	433161	47.7	31.9	45	3	1	2372222	Rayo Vallecano	Óscar Valentín	1	0	0	58.8	5.4	0
1	pase	184	434078	58.8	7.6	45	9	1	2372222	Rayo Vallecano	Isi Palazón	1	0	0	57.3	21.4	0
1	pase	184	433161	56.5	22.5	45	10	1	2372222	Rayo Vallecano	Óscar Valentín	1	0	0	58.5	9.6	0
1	pase	184	434078	58.3	8	45	11	1	2372222	Rayo Vallecano	Isi Palazón	1	0	0	55.1	4.3	0
1	pase	184	183462	55.1	4.3	45	12	1	2372222	Rayo Vallecano	Unai López	1	0	0	34.3	38	0
1	pase	184	89399	33.6	38.2	45	16	1	2372222	Rayo Vallecano	Aridane Hernández	1	0	0	36.5	65.4	0
1	pase	184	77359	36.9	66.3	45	20	1	2372222	Rayo Vallecano	Florian Lejeune	1	0	0	40.1	35.5	0
1	pase	184	89399	39.3	35.9	45	23	1	2372222	Rayo Vallecano	Aridane Hernández	1	0	0	37.6	69.9	0
1	pase_fallado	184	77359	41.2	77.2	45	27	1	2372222	Rayo Vallecano	Florian Lejeune	0	0	0	92	72.5	0
52	portero_agarrra_pelota	1564	76611	5	24.1	45	31	1	2372222	Almería	Diego Mariño	0	0	0	0	0	0
1	pase	1564	76611	7.1	22.7	45	32	1	2372222	Almería	Diego Mariño	1	0	0	23.8	11.7	0
1	pase	1564	234548	26	12.3	45	35	1	2372222	Almería	Álex Pozo	1	0	0	31.2	43.1	0
1	pase	1564	463170	31.2	43.1	45	37	1	2372222	Almería	Iddrisu Baba	1	0	0	29.3	32.4	0
4	falta_recibida	1564	233681	29.7	34	45	38	1	2372222	Almería	Lucas Robertone	1	0	152	0	0	265
4	falta_cometida	184	183462	70.3	66	45	38	1	2372222	Rayo Vallecano	Unai López	0	0	152	0	0	265
1	pase	1564	233681	27.2	28.3	46	12	1	2372222	Almería	Lucas Robertone	1	0	0	29.2	39.5	0
1	pase	1564	469402	29.2	39.5	46	14	1	2372222	Almería	Edgar González	1	0	0	17.6	40.1	0
1	pase	1564	76611	22.5	38.6	46	21	1	2372222	Almería	Diego Mariño	1	0	0	67.6	13.7	0
1	pase_fallado	1564	234548	67.5	13.5	46	24	1	2372222	Almería	Álex Pozo	0	0	0	85.6	38.5	0
52	portero_agarrra_pelota	184	94878	14.6	62.5	46	27	1	2372222	Rayo Vallecano	Stole Dimitrievski	0	0	0	0	0	0
1	pase	184	94878	12.5	58.5	46	30	1	2372222	Rayo Vallecano	Stole Dimitrievski	1	0	0	29.7	8.1	0
1	pase	184	97624	32.2	4	46	36	1	2372222	Rayo Vallecano	Iván Balliu	1	0	0	14.8	50.2	0
1	pase	184	94878	13.5	53.6	46	39	1	2372222	Rayo Vallecano	Stole Dimitrievski	1	0	0	22.3	67	0
1	pase	184	77359	22.6	69.2	46	41	1	2372222	Rayo Vallecano	Florian Lejeune	1	0	0	28.6	91.3	0
1	pase_fallado	184	178424	28.1	94.9	46	43	1	2372222	Rayo Vallecano	Alfonso Espino	0	0	0	32.1	94.9	0
61	toco_balon	1564	441293	65.3	8.3	46	43	1	2372222	Almería	Lázaro	1	0	0	0	0	0
1	pase	184	165682	56.1	92	46	46	1	2372222	Rayo Vallecano	Álvaro García	1	0	0	54.1	82.1	0
1	pase_fallado	184	40721	57.1	78.4	46	48	1	2372222	Rayo Vallecano	Óscar Trejo	0	0	0	81.4	100.6	0
5	balon_fuera	184	40721	79.2	100	46	50	1	2372222	Rayo Vallecano	Óscar Trejo	0	0	347	0	0	0
5	balon_fuera	1564	234548	20.8	0	46	50	1	2372222	Almería	Álex Pozo	1	0	347	0	0	0
1	pase	1564	234548	25.9	0	46	53	1	2372222	Almería	Álex Pozo	1	0	0	24.2	17.7	0
1	pase	1564	233681	24.2	17.7	46	54	1	2372222	Almería	Lucas Robertone	1	0	0	11.2	15.6	0
1	pase	1564	469402	11.2	15.5	46	56	1	2372222	Almería	Edgar González	1	0	0	4.5	44.3	0
1	pase	1564	76611	7.8	44.8	47	1	1	2372222	Almería	Diego Mariño	1	0	0	10.4	24.6	0
1	pase	1564	469402	22.6	20	47	6	1	2372222	Almería	Edgar González	1	0	0	27	42.4	0
1	pase	1564	233681	27.3	45.1	47	8	1	2372222	Almería	Lucas Robertone	1	0	0	30.4	74.8	0
1	pase	1564	210977	37	75.4	47	11	1	2372222	Almería	Srdjan Babic	1	0	0	64.8	98	0
1	pase_fallado	1564	220871	87.9	97.2	47	17	1	2372222	Almería	Sergio Akieme	0	0	0	88.5	44.2	0
12	despeje	184	77359	8.9	51.4	47	19	1	2372222	Rayo Vallecano	Florian Lejeune	1	0	0	5.7	71.4	0
13	ocasion_fuera	1564	441293	92.6	29.7	47	21	1	2372222	Almería	Lázaro	1	22	0	0	0	0
12	despeje	184	77359	8.1	55.4	47	23	1	2372222	Rayo Vallecano	Florian Lejeune	1	0	0	63.3	66.7	0
1	pase	1564	469402	38.9	30.1	47	29	1	2372222	Almería	Edgar González	1	0	0	14.4	48.7	0
1	pase	1564	76611	18.7	48.4	47	35	1	2372222	Almería	Diego Mariño	1	0	0	21.6	37.6	0
1	pase	1564	469402	22.6	34.9	47	37	1	2372222	Almería	Edgar González	1	0	0	32.9	26.7	0
1	pase	1564	233681	32.9	26.7	47	38	1	2372222	Almería	Lucas Robertone	1	0	0	22	31.3	0
1	pase	1564	469402	24.6	30.7	47	42	1	2372222	Almería	Edgar González	1	0	0	28.7	13.5	0
1	pase	1564	233681	30.3	13.2	47	45	1	2372222	Almería	Lucas Robertone	1	0	0	36.1	3.7	0
1	pase_fallado	1564	234548	37.4	5	47	47	1	2372222	Almería	Álex Pozo	0	0	0	64.7	26.2	0
1	pase_fallado	184	89399	32.5	79.7	47	49	1	2372222	Rayo Vallecano	Aridane Hernández	0	0	0	47.9	100.7	0
5	balon_fuera	184	89399	48	100	47	50	1	2372222	Rayo Vallecano	Aridane Hernández	0	0	347	0	0	0
5	balon_fuera	1564	234548	52	0	47	50	1	2372222	Almería	Álex Pozo	1	0	347	0	0	0
1	pase	1564	234548	53.1	0	47	55	1	2372222	Almería	Álex Pozo	1	0	0	53.1	12.8	0
1	pase	1564	433952	52.2	16.5	47	58	1	2372222	Almería	Largie Ramazani	1	0	0	30	51.2	0
1	pase	1564	210977	31.1	52.4	48	1	1	2372222	Almería	Srdjan Babic	1	0	0	43.4	65.7	0
1	pase	1564	463170	43.4	65.7	48	2	1	2372222	Almería	Iddrisu Baba	1	0	0	32.3	52.4	0
1	pase	1564	210977	38.2	55.8	48	6	1	2372222	Almería	Srdjan Babic	1	0	0	35.9	33	0
1	pase	1564	469402	45.3	24.6	48	11	1	2372222	Almería	Edgar González	1	0	0	90.4	12.3	0
1	pase	1564	432838	91.7	11.1	48	17	1	2372222	Almería	Luis Suárez	1	0	0	85.5	11.3	0
1	pase	1564	234548	85.6	11.3	48	18	1	2372222	Almería	Álex Pozo	1	0	0	88.8	7.3	0
1	pase	1564	432838	86	8	48	19	1	2372222	Almería	Luis Suárez	1	0	0	75.5	21.6	0
1	pase	1564	441293	76.3	17.9	48	22	1	2372222	Almería	Lázaro	1	0	0	79.8	9.2	0
1	pase	1564	432838	79.8	9.2	48	23	1	2372222	Almería	Luis Suárez	1	0	0	72.5	9.2	0
1	pase	1564	233681	74.8	12.3	48	27	1	2372222	Almería	Lucas Robertone	1	0	0	59.5	24.6	0
1	pase	1564	469402	59.5	24.6	48	28	1	2372222	Almería	Edgar González	1	0	0	64.1	43.3	0
1	pase	1564	463170	62.7	44	48	30	1	2372222	Almería	Iddrisu Baba	1	0	0	63.2	73.9	0
1	pase	1564	220871	62.9	70.9	48	34	1	2372222	Almería	Sergio Akieme	1	0	0	48.7	58.7	0
1	pase	1564	210977	51.3	59.9	48	38	1	2372222	Almería	Srdjan Babic	1	0	0	46.7	32.8	0
1	pase	1564	469402	47.4	32.8	48	40	1	2372222	Almería	Edgar González	1	0	0	54.1	9.2	0
